id,session_id,raw_text,predicted_intent,text_hash,cleaned_text,snorkel_intent,snorkel_confidence
64,sim_v2_63,có khuyến mãi tour sài gòn ko z,unlabeled,5627c6ee072605bf0d153de6dc6cfc20,có khuyến_mãi tour sài_gòn không vậy,search_price,0.7356107189803185
65,sim_v2_64,thời tiết phú quốc sao,unlabeled,8b3cc0205468f951e088e73b1ac43bb0,thời_tiết phú_quốc sao,search_destination,0.6570826766974567
66,sim_v2_65,các hoạt động vui chơi tại đà nẵng,unlabeled,219d8e64d840dcc0e0d595e2e057b2f8,các hoạt_động vui_chơi tại đà_nẵng,search_activity,0.7172096466701441
67,sim_v2_66,chi phí ik phú quốc mấy củ nha,unlabeled,7c5f52b88b6629e3716502cb58589ec5,chi_phí đi phú_quốc mấy triệu nha,search_price,0.7356107189803185
68,sim_v2_67,thuê xe đạp dạo sài gòn,unlabeled,8498ca418e8956261f23ec8d5575c87d,thuê xe_đạp dạo sài gòn,search_activity,0.7172096466701441
69,sim_v2_68,thuê resort nt,unlabeled,ccdafff302ac8ce2d1ec2159a1f3124b,thuê resort Nha_Trang,search_accommodation,0.670959628441436
70,sim_v2_69,xin kinh nghiệm đi nha trang,unlabeled,af527a0c2a4abb794bfda1d029889f03,xin kinh_nghiệm đi Nha_Trang,search_destination,0.6570826766974567
71,sim_v2_70,ik đà nẵng chơi,unlabeled,004b5c8106041d981fd6baa83821c30c,đi đà_nẵng chơi,search_activity,0.7172096466701441
72,sim_v2_71,thuê xe đạp dạo nha trang,unlabeled,b15404e043c027733675450bfa0d2572,thuê xe_đạp dạo Nha_Trang,search_activity,0.7172096466701441
73,sim_v2_72,tour đlạt rẻ nhất là bao nhiêu,unlabeled,9563d865bf7206dbece4a1c2bc940438,tour Đà_Lạt rẻ nhất là bao_nhiêu,search_price,0.7356107189803185
74,sim_v2_73,xin lịch trình đi đà lạt,unlabeled,4a27d7b1d2b8a17061f5f8a122e80e3c,xin lịch_trình đi Đà_Lạt,ask_tour_info,0.7519487721356817
75,sim_v2_74,gửi mình chi tiết tour sapa,unlabeled,fe70ea40482bf39250e5cc9cc3d51405,gửi mình chi_tiết tour_Sa_Pa,ask_tour_info,0.7519487721356817
76,sim_v2_75,các hoạt động vui chơi tại hà nội,unlabeled,5158aaf23e6b05e3cc692585deba70e5,các hoạt_động vui_chơi tại hà_nội,search_activity,0.7172096466701441
77,sim_v2_76,ik sài gòn chơi bot,unlabeled,45051709de721f65da898f666d7b669c,đi sài_gòn chơi bot,search_activity,0.7172096466701441
78,sim_v2_77,tìm tour ik hà nội bot,unlabeled,aaec3e8aa757fe2751228315d3305638,tìm tour đi hà_nội bot,search_travel,0.7489806249626828
79,sim_v2_78,xin lịch trình đi nt,unlabeled,98b001fae0877221b72631459228a04e,xin lịch_trình đi Nha_Trang,ask_tour_info,0.7519487721356817
80,sim_v2_79,tư vấn tour đà lạt z,unlabeled,ffda0541348771d1c8e22c99afa25bee,tư_vấn tour Đà_Lạt vậy,search_travel,0.7489806249626828
81,sim_v2_80,tìm homestay view đẹp ở pq z,unlabeled,89f67f8659bae80e07144321653e0b54,tìm homestay view đẹp ở Phú_Quốc vậy,search_destination,0.4954226621493553
83,sim_v2_82,ở sài gòn có tour lặn không,unlabeled,3e47437c428d018e6e17485a4345bc06,ở sài_gòn có tour lặn không,search_activity,0.7172096466701441
84,sim_v2_83,muốn đi trekking nha trang,unlabeled,b430030d882e47930bc40d2b717f12a4,muốn đi trekking Nha_Trang,search_activity,0.7172096466701441
85,sim_v2_84,chi phí đi sài gòn mấy củ,unlabeled,cd5078ab7dec1d6fd1e847e381062b59,chi_phí đi sài_gòn mấy triệu,search_price,0.7356107189803185
86,sim_v2_85,các hoạt động vui chơi tại đlạt,unlabeled,a2358b79a55f34c6ab89bf0664f2283b,các hoạt_động vui_chơi tại Đà_Lạt,search_activity,0.7172096466701441
87,sim_v2_86,giá tour đlạt nhiêu tiền,unlabeled,c2fec5f5604977cba347a021b75fd9fd,giá tour Đà_Lạt nhiêu tiền,search_price,0.7356107189803185
88,sim_v2_87,giá tour nha trang nhiêu tiền,unlabeled,b6165ea03606e0fb20496c1e7971bad2,giá tour Nha_Trang_nhiêu tiền,search_price,0.7356107189803185
89,sim_v2_88,gửi mình chi tiết tour nha trang dợ,unlabeled,aa78ae3cf2b8354abc73232484543726,gửi mình chi_tiết tour Nha_Trang dợ,ask_tour_info,0.7519487721356817
91,sim_v2_90,thời tiết phú quốc sao bot,unlabeled,253412cc0691771b46f9988c2b2df24f,thời_tiết phú_quốc sao bot,search_destination,0.6570826766974567
92,sim_v2_91,tư vấn tour nt,unlabeled,8bbe30ccb6fc7bce7a00759308cb3c3e,tư_vấn tour Nha_Trang,search_travel,0.7489806249626828
94,sim_v2_93,tư vấn tour phú quốc,unlabeled,aabe7cb2de37f8643d7ca52bb50fe071,tư_vấn tour_phú_quốc,search_travel,0.7489806249626828
97,sim_v2_96,gửi mình chi tiết tour sài gòn dợ,unlabeled,131fca3a9fbfc967e189b667b09eb708,gửi mình chi_tiết tour sài gòn dợ,ask_tour_info,0.7519487721356817
98,sim_v2_97,tour nha trang bao gồm ăn uống chưa,unlabeled,9c8680f8e3ba908887eb8ae334fadfc1,tour Nha_Trang bao_gồm ăn_uống chưa,ask_tour_info,0.7519487721356817
100,sim_v2_99,xin bảng giá đi nt,unlabeled,eaf1501dc5a4eb0a37e80db8729d42b8,xin bảng giá đi Nha_Trang,search_price,0.7356107189803185
102,sim_v2_101,tour đà nẵng bao gồm ăn uống chưa,unlabeled,3d6b760464c7bc857283f9f9ee4a6fc1,tour đà_nẵng bao_gồm ăn_uống chưa,ask_tour_info,0.7519487721356817
103,sim_v2_102,tìm chỗ ở giá rẻ tại phú quốc,unlabeled,5651d3d3442296b491e260c779ffef30,tìm chỗ ở giá rẻ tại phú_quốc,search_accommodation,0.670959628441436
104,sim_v2_103,đặc sản sài gòn là gì,unlabeled,406d66e042ce7985a5ea894cb238f28e,đặc_sản sài_gòn là gì,search_destination,0.6570826766974567
105,sim_v2_104,review phú quốc mùa này,unlabeled,6347c2a3bad7f43e54498bc28987278a,review phú_quốc mùa này,search_destination,0.6570826766974567
106,sim_v2_105,tour đà nẵng rẻ nhất là bao nhiêu,unlabeled,cdad112eb99cdc2343a42f00b26bd87a,tour đà_nẵng rẻ nhất là bao_nhiêu,search_price,0.7356107189803185
108,sim_v2_107,cách nấu bún bò z,unlabeled,b79cfb236a34bfc19adb89cb1257ccfb,cách nấu bún_bò vậy,out_of_scope,0.7646650326777873
109,sim_v2_108,tour pq mấy ngày mấy đêm,unlabeled,c95077a0943cb7b14b27eb7d32075e10,tour Phú_Quốc mấy ngày mấy đêm,ask_tour_info,0.7519487721356817
110,sim_v2_109,giải dùm bài toán dợ,unlabeled,260ffbd08c4aa3e1d57e2df326c47cf1,giải dùm bài_toán dợ,UNLABELED,0.14285714285714288
111,sim_v2_110,các hoạt động vui chơi tại nha trang,unlabeled,c9ad669bc15b26efa9e527ba12d7b5d6,các hoạt_động vui_chơi tại Nha_Trang,search_activity,0.7172096466701441
112,sim_v2_111,xin bảng giá ik đlạt z,unlabeled,fd3ab2653c845a5552b21796fae470f6,xin bảng giá đi Đà_Lạt vậy,search_price,0.7356107189803185
113,sim_v2_112,có khuyến mãi tour đà nẵng ko z,unlabeled,53c9960dbac747e80059362d4c813a0b,có khuyến_mãi tour đà_nẵng không vậy,search_price,0.7356107189803185
115,sim_v2_114,chi phí đi nt mấy củ,unlabeled,880a2844e25c548f443fd84c917fa235,chi_phí đi Nha_Trang mấy triệu,search_price,0.7356107189803185
116,sim_v2_115,tìm chỗ ở giá rẻ tại đlạt,unlabeled,bf5063e842c6e91d1f0ba88dfe256c60,tìm chỗ ở giá rẻ tại Đà_Lạt,search_accommodation,0.670959628441436
117,sim_v2_116,ik nha trang chơi,unlabeled,6809cee7dc838c1b6c90b62218d34bc6,đi Nha_Trang chơi,search_activity,0.7172096466701441
118,sim_v2_117,ik phú quốc chơi,unlabeled,d30f800960cf691ae426fe691670e729,đi phú_quốc chơi,search_activity,0.7172096466701441
119,sim_v2_118,thời tiết đlạt sao,unlabeled,854e6a5f4c9d8952e415df08458b2db8,thời_tiết Đà_Lạt sao,search_destination,0.6570826766974567
120,sim_v2_119,tư vấn tour sapa nha,unlabeled,682a386f14e8edde0e763020a6f65a91,tư_vấn tour_Sa_Pa nha,search_travel,0.7489806249626828
121,sim_v2_120,thời tiết sapa sao,unlabeled,819dbd8338610936dc0bf27355280113,thời_tiết Sa_Pa sao,search_destination,0.6570826766974567
122,sim_v2_121,tìm tour đi đà lạt,unlabeled,c88aae5e218c03cf76de2bd512845921,tìm tour đi Đà_Lạt,search_travel,0.7489806249626828
123,sim_v2_122,tìm homestay view đẹp ở đà lạt,unlabeled,9a00407075a6d47717366350865d2aba,tìm homestay view đẹp ở Đà_Lạt,search_destination,0.4954226621493553
124,sim_v2_123,xin lịch trình đi đlạt,unlabeled,38b6b687d98a688afb8b53f1d7fba077,xin lịch_trình đi Đà_Lạt,ask_tour_info,0.7519487721356817
125,sim_v2_124,ở nt có tour lặn ko nha,unlabeled,c812f6e65e3e6cb075ce9c19f35794f9,ở Nha_Trang có tour_lặn không nha,search_activity,0.7172096466701441
126,sim_v2_125,đặt phòng khách sạn nt,unlabeled,cc68a0c58c66abe23048605509d5a849,đặt phòng khách_sạn Nha_Trang,search_accommodation,0.670959628441436
128,sim_v2_127,tour phú quốc bao gồm ăn uống chưa,unlabeled,cc345fcbc31b4e8d0bb983ddd97275db,tour phú_quốc bao_gồm ăn_uống chưa,ask_tour_info,0.7519487721356817
129,sim_v2_128,có cắm trại ở pq k,unlabeled,7bc2bb7012f026893b9ffcbd7f6a6698,có cắm trại ở Phú_Quốc không,search_activity,0.7172096466701441
131,sim_v2_130,book phòng đà lạt,unlabeled,bf2d82e4a5338e894e9ebcdfb38c3385,book phòng Đà_Lạt,search_accommodation,0.670959628441436
132,sim_v2_131,các hoạt động vui chơi tại đà lạt,unlabeled,3c8252f6b09047d7974db84646609853,các hoạt_động vui_chơi tại Đà_Lạt,search_activity,0.7172096466701441
134,sim_v2_133,thuê xe đạp dạo nha trang nha,unlabeled,05ae6f3fdfbf5b2255ef652c2651ef2e,thuê xe_đạp dạo Nha_Trang nha,search_activity,0.7172096466701441
135,sim_v2_134,đặc sản phú quốc là gì,unlabeled,9a0721464de0d17ca956c44fbfbb1277,đặc_sản phú_quốc là gì,search_destination,0.6570826766974567
136,sim_v2_135,xin lịch trình ik pq z,unlabeled,c2a871f8e18cb97d14eb9b90e39c1a95,xin lịch_trình đi Phú_Quốc vậy,ask_tour_info,0.7519487721356817
137,sim_v2_136,đặt phòng khách sạn sài gòn,unlabeled,feb88a4ae04b2d7ed67910d2729a7ef6,đặt phòng khách_sạn sài gòn,search_accommodation,0.670959628441436
138,sim_v2_137,ik sài gòn chơi nha,unlabeled,47e4a71086708009ed1f53c5c226b626,đi sài_gòn chơi nha,search_activity,0.7172096466701441
139,sim_v2_138,tư vấn tour hà nội,unlabeled,d2e0c5eae242ad817ca51ee784812ebb,tư_vấn tour hà_nội,search_travel,0.7489806249626828
140,sim_v2_139,review sapa mùa này,unlabeled,a90c9b15ecce2693d7d5ed5395be254b,review Sa_Pa mùa này,search_destination,0.6570826766974567
141,sim_v2_140,xin lịch trình đi pq,unlabeled,5cc2e618ff31f0fce29cc9d45fad1950,xin lịch_trình đi Phú_Quốc,ask_tour_info,0.7519487721356817
142,sim_v2_141,thuê resort đà nẵng,unlabeled,84bf3e8cac0e54752d8daa6602d3070e,thuê resort đà_nẵng,search_accommodation,0.670959628441436
143,sim_v2_142,muốn ik trekking phú quốc bot,unlabeled,bb431fa079f14130d6ad33ff8e08a65d,muốn đi trekking_phú_quốc bot,search_activity,0.7172096466701441
144,sim_v2_143,book phòng phú quốc nha,unlabeled,9086b95e3e70218f3d98f6eed799097a,book phòng phú_quốc nha,search_accommodation,0.670959628441436
145,sim_v2_144,tour phú quốc rẻ nhất là bao nhiêu,unlabeled,d98ffaec04a9a3d324d4df26ae793f48,tour phú_quốc rẻ nhất là bao_nhiêu,search_price,0.7356107189803185
146,sim_v2_145,đặt phòng khách sạn nha trang,unlabeled,09e77401e5120f35b96ab2c805fa0828,đặt phòng khách_sạn Nha_Trang,search_accommodation,0.670959628441436
147,sim_v2_146,xin bảng giá đi hà nội,unlabeled,fe6da7509c767ee01df367ffeabd940a,xin bảng giá đi hà_nội,search_price,0.7356107189803185
149,sim_v2_148,muốn đi sài gòn,unlabeled,e377e1c592c3150466cd957976902cdb,muốn đi sài gòn,search_travel,0.7489806249626828
150,sim_v2_149,có cắm trại ở nha trang k,unlabeled,8b5561a23a7701b162c9dc8f035e597d,có cắm trại ở Nha_Trang không,search_activity,0.7172096466701441
151,sim_v2_150,tìm homestay view đẹp ở pq,unlabeled,37389071c4c2dcae2bd1269843cbd9b1,tìm homestay view đẹp ở Phú_Quốc,search_destination,0.4954226621493553
152,sim_v2_151,xin bảng giá đi pq,unlabeled,4ea57e158635fdf7a2f83d6c57f8c6bf,xin bảng giá đi Phú_Quốc,search_price,0.7356107189803185
153,sim_v2_152,có tour pq ko bot dợ,unlabeled,27b77dd874e124517e621522ed88dc58,có tour Phú_Quốc không bot dợ,search_travel,0.7489806249626828
154,sim_v2_153,đà nẵng có chỗ nào check in đẹp,unlabeled,febe0e51d22e30a5b69973dd967f0169,đà_nẵng có chỗ nào check in đẹp,search_destination,0.6570826766974567
155,sim_v2_154,nt có chỗ nào check in đẹp,unlabeled,509ef56683075e360dd3e28a208a60a8,Nha_Trang có chỗ nào check in đẹp,search_destination,0.6570826766974567
156,sim_v2_155,buồn ngủ quá,unlabeled,0b9536428238e2ab1b999411919f6472,buồn ngủ quá,out_of_scope,0.7646650326777873
157,sim_v2_156,thuê resort đà lạt,unlabeled,1211dae470d6341ddb8bc542af0bbd99,thuê resort Đà_Lạt,search_accommodation,0.670959628441436
158,sim_v2_157,giải dùm bài toán,unlabeled,d47ff3c86e6762810e3c0320b2777154,giải dùm bài_toán,UNLABELED,0.14285714285714288
159,sim_v2_158,review đlạt mùa này,unlabeled,55a9f3a146b390daad78954426693eb1,review Đà_Lạt mùa này,search_destination,0.6570826766974567
162,sim_v2_161,đặc sản đà nẵng là gì,unlabeled,7b945f6071aca67d0f7092904d3de2f6,đặc_sản đà_nẵng là gì,search_destination,0.6570826766974567
163,sim_v2_162,di chuyển bằng phương tiện gì bot,unlabeled,0af7e4c9a10c9ff0d70a7db0dba2cccd,đi chuyển bằng phương_tiện gì bot,ask_tour_info,0.7519487721356817
164,sim_v2_163,tour đà lạt rẻ nhất là bao nhiêu,unlabeled,1decf33f9e8acace88e3cfbae5c02a8f,tour Đà_Lạt rẻ nhất là bao_nhiêu,search_price,0.7356107189803185
165,sim_v2_164,có tour nha trang không bot,unlabeled,74e90663771f7f07ba78a18f46818fd6,có tour Nha_Trang không bot,search_travel,0.7489806249626828
166,sim_v2_165,sapa có chỗ nào check in đẹp z,unlabeled,3a71f8968366daf9a457b919391dcc0c,Sa_Pa có chỗ nào check in đẹp vậy,search_destination,0.6570826766974567
168,sim_v2_167,có cắm trại ở pq k bot,unlabeled,8799a64001f107ceacc3eb2cff849d51,có cắm trại ở Phú_Quốc không bot,search_activity,0.7172096466701441
170,sim_v2_169,tour hà nội rẻ nhất là bao nhiêu,unlabeled,6142ba2c1791515902b8edbe963b4ff7,tour hà_nội rẻ nhất là bao_nhiêu,search_price,0.7356107189803185
172,sim_v2_171,có tour sài gòn không bot,unlabeled,6c61c1ae75db043fdb672c50e1fb5064,có tour sài_gòn không bot,search_travel,0.7489806249626828
173,sim_v2_172,xin kinh nghiệm đi đà lạt,unlabeled,d3be9b5f210e16e6a2d8391a44692896,xin kinh_nghiệm đi Đà_Lạt,search_destination,0.6570826766974567
175,sim_v2_174,nt có chỗ nào check in đẹp z,unlabeled,826d1bc90b79ad92f75090e4c759ab19,Nha_Trang có chỗ nào check in đẹp vậy,search_destination,0.6570826766974567
177,sim_v2_176,bot ngu vãi,unlabeled,a8ca674e894f053640ea53cdc446862b,bot ngu vãi,out_of_scope,0.7646650326777873
178,sim_v2_177,tìm chỗ ở giá rẻ tại đà lạt,unlabeled,5b28b1b1102cfbc03125289d3b44742a,tìm chỗ ở giá rẻ tại Đà_Lạt,search_accommodation,0.670959628441436
179,sim_v2_178,mùa nào đi pq hợp lý,unlabeled,7c87c83a2b650976e1dda52a1e395d28,mùa nào đi Phú_Quốc hợp_lý,search_destination,0.6570826766974567
180,sim_v2_179,có khuyến mãi tour nha trang không,unlabeled,0ad1761e106381006dbf208c8b6fd1f3,có khuyến_mãi tour Nha_Trang không,search_price,0.7356107189803185
181,sim_v2_180,chi phí đi đà lạt mấy củ,unlabeled,df2ed7df41629c7b35ed15d577fb7d6c,chi_phí đi Đà_Lạt mấy triệu,search_price,0.7356107189803185
182,sim_v2_181,book phòng sài gòn z,unlabeled,bca1f9a1a4393b369cd155d32406833f,book phòng sài gòn vậy,search_accommodation,0.670959628441436
183,sim_v2_182,có khuyến mãi tour nt không,unlabeled,e7d3586de954ad5e6b987d7115027f69,có khuyến_mãi tour Nha_Trang không,search_price,0.7356107189803185
185,sim_v2_184,hà nội có chỗ nào check in đẹp bot,unlabeled,60836f193de23be0f4c132862cb50cdf,hà_nội có chỗ nào check in đẹp bot,search_destination,0.6570826766974567
186,sim_v2_185,đặt phòng khách sạn nha trang nha,unlabeled,e55c68f16267cdbc808f7c101a053cd2,đặt phòng khách_sạn Nha_Trang nha,search_accommodation,0.670959628441436
187,sim_v2_186,mùa nào đi sapa hợp lý,unlabeled,9937f4521d055207c4fc018d489600e9,mùa nào đi Sa_Pa hợp_lý,search_destination,0.6570826766974567
188,sim_v2_187,chơi dù lượn ở đà lạt,unlabeled,2909db3ed2ed623cbdcf191a9a96cff7,chơi dù lượn ở Đà_Lạt,search_activity,0.7172096466701441
189,sim_v2_188,ik đlạt chơi,unlabeled,181218504d108af3934c6c273d082b54,đi Đà_Lạt chơi,search_activity,0.7172096466701441
190,sim_v2_189,muốn đi trekking nt,unlabeled,4b80b25e5171b8ef959527805f64e39a,muốn đi trekking Nha_Trang,search_activity,0.7172096466701441
191,sim_v2_190,xin kinh nghiệm ik đà lạt z,unlabeled,e969749c255679dafcc007f7745c2d20,xin kinh_nghiệm đi Đà_Lạt vậy,search_destination,0.6570826766974567
192,sim_v2_191,giá tour sài gòn nhiêu tiền,unlabeled,d9402d70f36bbf21d122f75de95e4694,giá tour sài gòn_nhiêu tiền,search_price,0.7356107189803185
195,sim_v2_194,gửi mình chi tiết tour đlạt bot,unlabeled,381d835f39cb3f11068fb11f07330d0c,gửi mình chi_tiết tour Đà_Lạt bot,ask_tour_info,0.7519487721356817
