id,session_id,raw_text,predicted_intent,text_hash,cleaned_text,snorkel_intent,snorkel_confidence
84,sim_v2_83,muốn đi trekking nha trang,unlabeled,b430030d882e47930bc40d2b717f12a4,muốn đi trekking Nha_Trang,search_activity,0.7172096466701441
85,sim_v2_84,chi phí đi sài gòn mấy củ,unlabeled,cd5078ab7dec1d6fd1e847e381062b59,chi_phí đi sài_gòn mấy triệu,search_price,0.7356107189803185
86,sim_v2_85,các hoạt động vui chơi tại đlạt,unlabeled,a2358b79a55f34c6ab89bf0664f2283b,các hoạt_động vui_chơi tại Đà_Lạt,search_activity,0.7172096466701441
87,sim_v2_86,giá tour đlạt nhiêu tiền,unlabeled,c2fec5f5604977cba347a021b75fd9fd,giá tour Đà_Lạt nhiêu tiền,search_price,0.7356107189803185
88,sim_v2_87,giá tour nha trang nhiêu tiền,unlabeled,b6165ea03606e0fb20496c1e7971bad2,giá tour Nha_Trang_nhiêu tiền,search_price,0.7356107189803185
89,sim_v2_88,gửi mình chi tiết tour nha trang dợ,unlabeled,aa78ae3cf2b8354abc73232484543726,gửi mình chi_tiết tour Nha_Trang dợ,ask_tour_info,0.7519487721356817
92,sim_v2_91,tư vấn tour nt,unlabeled,8bbe30ccb6fc7bce7a00759308cb3c3e,tư_vấn tour Nha_Trang,search_travel,0.7489806249626828
94,sim_v2_93,tư vấn tour phú quốc,unlabeled,aabe7cb2de37f8643d7ca52bb50fe071,tư_vấn tour_phú_quốc,search_travel,0.7489806249626828
97,sim_v2_96,gửi mình chi tiết tour sài gòn dợ,unlabeled,131fca3a9fbfc967e189b667b09eb708,gửi mình chi_tiết tour sài gòn dợ,ask_tour_info,0.7519487721356817
98,sim_v2_97,tour nha trang bao gồm ăn uống chưa,unlabeled,9c8680f8e3ba908887eb8ae334fadfc1,tour Nha_Trang bao_gồm ăn_uống chưa,ask_tour_info,0.7519487721356817
100,sim_v2_99,xin bảng giá đi nt,unlabeled,eaf1501dc5a4eb0a37e80db8729d42b8,xin bảng giá đi Nha_Trang,search_price,0.7356107189803185
102,sim_v2_101,tour đà nẵng bao gồm ăn uống chưa,unlabeled,3d6b760464c7bc857283f9f9ee4a6fc1,tour đà_nẵng bao_gồm ăn_uống chưa,ask_tour_info,0.7519487721356817
106,sim_v2_105,tour đà nẵng rẻ nhất là bao nhiêu,unlabeled,cdad112eb99cdc2343a42f00b26bd87a,tour đà_nẵng rẻ nhất là bao_nhiêu,search_price,0.7356107189803185
108,sim_v2_107,cách nấu bún bò z,unlabeled,b79cfb236a34bfc19adb89cb1257ccfb,cách nấu bún_bò vậy,out_of_scope,0.7646650326777873
109,sim_v2_108,tour pq mấy ngày mấy đêm,unlabeled,c95077a0943cb7b14b27eb7d32075e10,tour Phú_Quốc mấy ngày mấy đêm,ask_tour_info,0.7519487721356817
111,sim_v2_110,các hoạt động vui chơi tại nha trang,unlabeled,c9ad669bc15b26efa9e527ba12d7b5d6,các hoạt_động vui_chơi tại Nha_Trang,search_activity,0.7172096466701441
112,sim_v2_111,xin bảng giá ik đlạt z,unlabeled,fd3ab2653c845a5552b21796fae470f6,xin bảng giá đi Đà_Lạt vậy,search_price,0.7356107189803185
113,sim_v2_112,có khuyến mãi tour đà nẵng ko z,unlabeled,53c9960dbac747e80059362d4c813a0b,có khuyến_mãi tour đà_nẵng không vậy,search_price,0.7356107189803185
115,sim_v2_114,chi phí đi nt mấy củ,unlabeled,880a2844e25c548f443fd84c917fa235,chi_phí đi Nha_Trang mấy triệu,search_price,0.7356107189803185
117,sim_v2_116,ik nha trang chơi,unlabeled,6809cee7dc838c1b6c90b62218d34bc6,đi Nha_Trang chơi,search_activity,0.7172096466701441
118,sim_v2_117,ik phú quốc chơi,unlabeled,d30f800960cf691ae426fe691670e729,đi phú_quốc chơi,search_activity,0.7172096466701441
120,sim_v2_119,tư vấn tour sapa nha,unlabeled,682a386f14e8edde0e763020a6f65a91,tư_vấn tour_Sa_Pa nha,search_travel,0.7489806249626828
122,sim_v2_121,tìm tour đi đà lạt,unlabeled,c88aae5e218c03cf76de2bd512845921,tìm tour đi Đà_Lạt,search_travel,0.7489806249626828
124,sim_v2_123,xin lịch trình đi đlạt,unlabeled,38b6b687d98a688afb8b53f1d7fba077,xin lịch_trình đi Đà_Lạt,ask_tour_info,0.7519487721356817
125,sim_v2_124,ở nt có tour lặn ko nha,unlabeled,c812f6e65e3e6cb075ce9c19f35794f9,ở Nha_Trang có tour_lặn không nha,search_activity,0.7172096466701441
128,sim_v2_127,tour phú quốc bao gồm ăn uống chưa,unlabeled,cc345fcbc31b4e8d0bb983ddd97275db,tour phú_quốc bao_gồm ăn_uống chưa,ask_tour_info,0.7519487721356817
129,sim_v2_128,có cắm trại ở pq k,unlabeled,7bc2bb7012f026893b9ffcbd7f6a6698,có cắm trại ở Phú_Quốc không,search_activity,0.7172096466701441
132,sim_v2_131,các hoạt động vui chơi tại đà lạt,unlabeled,3c8252f6b09047d7974db84646609853,các hoạt_động vui_chơi tại Đà_Lạt,search_activity,0.7172096466701441
134,sim_v2_133,thuê xe đạp dạo nha trang nha,unlabeled,05ae6f3fdfbf5b2255ef652c2651ef2e,thuê xe_đạp dạo Nha_Trang nha,search_activity,0.7172096466701441
136,sim_v2_135,xin lịch trình ik pq z,unlabeled,c2a871f8e18cb97d14eb9b90e39c1a95,xin lịch_trình đi Phú_Quốc vậy,ask_tour_info,0.7519487721356817
138,sim_v2_137,ik sài gòn chơi nha,unlabeled,47e4a71086708009ed1f53c5c226b626,đi sài_gòn chơi nha,search_activity,0.7172096466701441
139,sim_v2_138,tư vấn tour hà nội,unlabeled,d2e0c5eae242ad817ca51ee784812ebb,tư_vấn tour hà_nội,search_travel,0.7489806249626828
141,sim_v2_140,xin lịch trình đi pq,unlabeled,5cc2e618ff31f0fce29cc9d45fad1950,xin lịch_trình đi Phú_Quốc,ask_tour_info,0.7519487721356817
143,sim_v2_142,muốn ik trekking phú quốc bot,unlabeled,bb431fa079f14130d6ad33ff8e08a65d,muốn đi trekking_phú_quốc bot,search_activity,0.7172096466701441
145,sim_v2_144,tour phú quốc rẻ nhất là bao nhiêu,unlabeled,d98ffaec04a9a3d324d4df26ae793f48,tour phú_quốc rẻ nhất là bao_nhiêu,search_price,0.7356107189803185
147,sim_v2_146,xin bảng giá đi hà nội,unlabeled,fe6da7509c767ee01df367ffeabd940a,xin bảng giá đi hà_nội,search_price,0.7356107189803185
149,sim_v2_148,muốn đi sài gòn,unlabeled,e377e1c592c3150466cd957976902cdb,muốn đi sài gòn,search_travel,0.7489806249626828
150,sim_v2_149,có cắm trại ở nha trang k,unlabeled,8b5561a23a7701b162c9dc8f035e597d,có cắm trại ở Nha_Trang không,search_activity,0.7172096466701441
152,sim_v2_151,xin bảng giá đi pq,unlabeled,4ea57e158635fdf7a2f83d6c57f8c6bf,xin bảng giá đi Phú_Quốc,search_price,0.7356107189803185
153,sim_v2_152,có tour pq ko bot dợ,unlabeled,27b77dd874e124517e621522ed88dc58,có tour Phú_Quốc không bot dợ,search_travel,0.7489806249626828
156,sim_v2_155,buồn ngủ quá,unlabeled,0b9536428238e2ab1b999411919f6472,buồn ngủ quá,out_of_scope,0.7646650326777873
163,sim_v2_162,di chuyển bằng phương tiện gì bot,unlabeled,0af7e4c9a10c9ff0d70a7db0dba2cccd,đi chuyển bằng phương_tiện gì bot,ask_tour_info,0.7519487721356817
164,sim_v2_163,tour đà lạt rẻ nhất là bao nhiêu,unlabeled,1decf33f9e8acace88e3cfbae5c02a8f,tour Đà_Lạt rẻ nhất là bao_nhiêu,search_price,0.7356107189803185
165,sim_v2_164,có tour nha trang không bot,unlabeled,74e90663771f7f07ba78a18f46818fd6,có tour Nha_Trang không bot,search_travel,0.7489806249626828
168,sim_v2_167,có cắm trại ở pq k bot,unlabeled,8799a64001f107ceacc3eb2cff849d51,có cắm trại ở Phú_Quốc không bot,search_activity,0.7172096466701441
170,sim_v2_169,tour hà nội rẻ nhất là bao nhiêu,unlabeled,6142ba2c1791515902b8edbe963b4ff7,tour hà_nội rẻ nhất là bao_nhiêu,search_price,0.7356107189803185
172,sim_v2_171,có tour sài gòn không bot,unlabeled,6c61c1ae75db043fdb672c50e1fb5064,có tour sài_gòn không bot,search_travel,0.7489806249626828
177,sim_v2_176,bot ngu vãi,unlabeled,a8ca674e894f053640ea53cdc446862b,bot ngu vãi,out_of_scope,0.7646650326777873
180,sim_v2_179,có khuyến mãi tour nha trang không,unlabeled,0ad1761e106381006dbf208c8b6fd1f3,có khuyến_mãi tour Nha_Trang không,search_price,0.7356107189803185
181,sim_v2_180,chi phí đi đà lạt mấy củ,unlabeled,df2ed7df41629c7b35ed15d577fb7d6c,chi_phí đi Đà_Lạt mấy triệu,search_price,0.7356107189803185
183,sim_v2_182,có khuyến mãi tour nt không,unlabeled,e7d3586de954ad5e6b987d7115027f69,có khuyến_mãi tour Nha_Trang không,search_price,0.7356107189803185
188,sim_v2_187,chơi dù lượn ở đà lạt,unlabeled,2909db3ed2ed623cbdcf191a9a96cff7,chơi dù lượn ở Đà_Lạt,search_activity,0.7172096466701441
189,sim_v2_188,ik đlạt chơi,unlabeled,181218504d108af3934c6c273d082b54,đi Đà_Lạt chơi,search_activity,0.7172096466701441
190,sim_v2_189,muốn đi trekking nt,unlabeled,4b80b25e5171b8ef959527805f64e39a,muốn đi trekking Nha_Trang,search_activity,0.7172096466701441
192,sim_v2_191,giá tour sài gòn nhiêu tiền,unlabeled,d9402d70f36bbf21d122f75de95e4694,giá tour sài gòn_nhiêu tiền,search_price,0.7356107189803185
195,sim_v2_194,gửi mình chi tiết tour đlạt bot,unlabeled,381d835f39cb3f11068fb11f07330d0c,gửi mình chi_tiết tour Đà_Lạt bot,ask_tour_info,0.7519487721356817
196,sim_v2_195,ở sapa có tour lặn ko z,unlabeled,d275bee43c2cef247105ee73d16b1dd4,ở Sa_Pa có tour_lặn không vậy,search_activity,0.7172096466701441
200,sim_v2_199,tour phú quốc mấy ngày mấy đêm,unlabeled,51d410797214525e073ef4c2ca0662f1,tour phú_quốc mấy ngày mấy đêm,ask_tour_info,0.7519487721356817
203,sim_v2_202,tư vấn tour sài gòn,unlabeled,cf07637e993a36a46d12df36acf7d5a1,tư_vấn tour sài gòn,search_travel,0.7489806249626828
205,sim_v2_204,muốn đi đlạt,unlabeled,84d59055125fbc2baa0235a90e84b4bc,muốn đi Đà_Lạt,search_travel,0.7489806249626828
207,sim_v2_206,ở đà nẵng có tour lặn không,unlabeled,9318845c9f08580dda860ea6536d3066,ở đà_nẵng có tour lặn không,search_activity,0.7172096466701441
210,sim_v2_209,có tour hà nội ko bot nha,unlabeled,6bf4d06ce155a87ee9618d354a02e7c2,có tour hà_nội không bot nha,search_travel,0.7489806249626828
211,sim_v2_210,có cắm trại ở sài gòn k nha,unlabeled,5f018930f5d20fd8f4d3e4759eba1795,có cắm trại ở sài_gòn không nha,search_activity,0.7172096466701441
215,sim_v2_214,tour hà nội rẻ nhất là bao nhiêu nha,unlabeled,6c5e6635bb54e7880a81118bdd9669bb,tour hà_nội rẻ nhất là bao_nhiêu nha,search_price,0.7356107189803185
216,sim_v2_215,tìm tour đi nha trang,unlabeled,375dde1722281daa29bb5ef267af0caf,tìm tour đi Nha_Trang,search_travel,0.7489806249626828
226,sim_v2_225,chửi thề dmm nha,unlabeled,bebea553c89a98a9c4343368a23d97c8,chửi thề dmm nha,out_of_scope,0.7646650326777873
230,sim_v2_229,có tour phú quốc không bot,unlabeled,5ac7df81efcbc79cc0c6128862a2a3e4,có tour_phú_quốc không bot,search_travel,0.7489806249626828
233,sim_v2_232,có tour hà nội không bot,unlabeled,b26d193421e8d57e8381c49bad8b8fed,có tour hà_nội không bot,search_travel,0.7489806249626828
238,sim_v2_237,gửi mình chi tiết tour đà lạt,unlabeled,9a9e96cb0f2228b1f319f3993047dcf5,gửi mình chi_tiết tour Đà_Lạt,ask_tour_info,0.7519487721356817
239,sim_v2_238,tour nt bao gồm ăn uống chưa,unlabeled,9c219439b2ebd6777aef3f75985bc726,tour Nha_Trang bao_gồm ăn_uống chưa,ask_tour_info,0.7519487721356817
241,sim_v2_240,có tour nt không bot,unlabeled,ce1eb753b00f6a2f1d3919e62f3a54ba,có tour Nha_Trang không bot,search_travel,0.7489806249626828
245,sim_v2_244,tour nha trang rẻ nhất là bao nhiêu,unlabeled,1018466a31164bdefdd34091fce1a63c,tour Nha_Trang rẻ nhất là bao_nhiêu,search_price,0.7356107189803185
246,sim_v2_245,tour pq bao gồm ăn uống chưa,unlabeled,ddffc8cea70b5dfc78f4bb6d66a95dae,tour Phú_Quốc bao_gồm ăn_uống chưa,ask_tour_info,0.7519487721356817
248,sim_v2_247,ik đà lạt chơi dợ,unlabeled,8dc6974f21f419df83dd4adf64a2b9ee,đi Đà_Lạt chơi dợ,search_activity,0.7172096466701441
249,sim_v2_248,muốn ik phú quốc z,unlabeled,8af626b457e8a0f0185cc8c69ce9b8ad,muốn đi phú_quốc vậy,search_travel,0.7489806249626828
250,sim_v2_249,muốn đi sapa,unlabeled,0f1b08956ad3e458b643701a0601559f,muốn đi Sa_Pa,search_travel,0.7489806249626828
251,sim_v2_250,ik sài gòn chơi,unlabeled,561b35891b92d655430c30f75b7aa86a,đi sài_gòn chơi,search_activity,0.7172096466701441
252,sim_v2_251,xin bảng giá ik đà nẵng dợ,unlabeled,071c29010f4f86d281dfbd6bb365fc78,xin bảng giá đi đà_nẵng dợ,search_price,0.7356107189803185
255,sim_v2_254,xin bảng giá đi đà lạt,unlabeled,728f83d1b3735e0fd942fbc887f2501c,xin bảng giá đi Đà_Lạt,search_price,0.7356107189803185
257,sim_v2_256,xin bảng giá đi sài gòn,unlabeled,3834aa6e1462fd0bc7cc92474633419d,xin bảng giá đi sài gòn,search_price,0.7356107189803185
260,sim_v2_259,buồn ngủ wá z,unlabeled,c48829f3577ff8aa9313c270662b5991,buồn ngủ quá vậy,out_of_scope,0.7646650326777873
263,sim_v2_262,tour đlạt bao gồm ăn uống chưa,unlabeled,914d1d4957a4fa982c05a2486874d54b,tour Đà_Lạt bao_gồm ăn_uống chưa,ask_tour_info,0.7519487721356817
264,sim_v2_263,tour đlạt mấy ngày mấy đêm,unlabeled,ecd7d789d69a8f2f1eb662ab63775d1d,tour Đà_Lạt mấy ngày mấy đêm,ask_tour_info,0.7519487721356817
265,sim_v2_264,thời tiết hôm nay nha,unlabeled,7f1baa821286954d0e61086c6c36b62d,thời_tiết hôm_nay nha,out_of_scope,0.7646650326777873
266,sim_v2_265,tour nha trang rẻ nhất là bao nhiêu nha,unlabeled,79c5050d7564f252392da9bf179c4fcc,tour Nha_Trang rẻ nhất là bao_nhiêu nha,search_price,0.7356107189803185
269,sim_v2_268,thuê xe đạp dạo đà nẵng bot,unlabeled,95552ab1c06cc489ef29db74d76ea738,thuê xe_đạp dạo đà_nẵng bot,search_activity,0.7172096466701441
270,sim_v2_269,có cắm trại ở đlạt k,unlabeled,a7396aebc573c072cc9268de1a95a65f,có cắm trại ở Đà_Lạt không,search_activity,0.7172096466701441
271,sim_v2_270,muốn đi nha trang,unlabeled,949e67204e539380494988c4ed16b363,muốn đi Nha_Trang,search_travel,0.7489806249626828
273,sim_v2_272,tư vấn tour sài gòn dợ,unlabeled,7f773227b24bbd1001f536bc51f94481,tư_vấn tour sài gòn dợ,search_travel,0.7489806249626828
277,sim_v2_276,tour nt mấy ngày mấy đêm bot,unlabeled,8b55cdf7e86505e07a3576b0520a1252,tour Nha_Trang mấy ngày mấy đêm bot,ask_tour_info,0.7519487721356817
278,sim_v2_277,xin bảng giá đi đà nẵng,unlabeled,529f18fa3eb1748d74a0da52af3d6a84,xin bảng giá đi đà_nẵng,search_price,0.7356107189803185
280,sim_v2_279,tư vấn tour đà lạt,unlabeled,384d212c779dac393172d28971fa3d4a,tư_vấn tour Đà_Lạt,search_travel,0.7489806249626828
281,sim_v2_280,chi phí đi đà nẵng mấy củ,unlabeled,50e4909ba277793b248080aafb19fbb7,chi_phí đi đà_nẵng mấy triệu,search_price,0.7356107189803185
283,sim_v2_282,các hoạt động vui chơi tại sài gòn,unlabeled,12654251cac46a3dce1e00d7990bfde1,các hoạt_động vui_chơi tại sài gòn,search_activity,0.7172096466701441
284,sim_v2_283,xin bảng giá ik pq bot,unlabeled,add0ecd8aaa1c365976bd59754d7f4f9,xin bảng giá đi Phú_Quốc bot,search_price,0.7356107189803185
285,sim_v2_284,có cắm trại ở đà lạt k dợ,unlabeled,250351d10fd790e0c3d2c9acb5f9db2a,có cắm trại ở Đà_Lạt không dợ,search_activity,0.7172096466701441
288,sim_v2_287,tour đà nẵng mấy ngày mấy đêm,unlabeled,1582e2c943f63d36474fff0882a556cc,tour đà_nẵng mấy ngày mấy đêm,ask_tour_info,0.7519487721356817
294,sim_v2_293,xin bảng giá đi nha trang,unlabeled,e77ef45b2b1aa25e67d360c36144cfd1,xin bảng giá đi Nha_Trang,search_price,0.7356107189803185
296,sim_v2_295,gửi mình chi tiết tour nt,unlabeled,0d792f5c386b37fb66b5dfa584cfe02e,gửi mình chi_tiết tour Nha_Trang,ask_tour_info,0.7519487721356817
298,sim_v2_297,muốn đi đà nẵng,unlabeled,086ff9a4d3aa10e4bb1512e17722e944,muốn đi đà_nẵng,search_travel,0.7489806249626828
306,sim_v2_305,tìm tour đi đlạt,unlabeled,14c9faf59e2e58c1e91513e572dc1f78,tìm tour đi Đà_Lạt,search_travel,0.7489806249626828
310,sim_v2_309,ik hà nội chơi dợ,unlabeled,c3dad82a2d82e562b2c32846403ea573,đi hà_nội chơi dợ,search_activity,0.7172096466701441
311,sim_v2_310,tour hà nội rẻ nhất là bao nhiêu dợ,unlabeled,894d511587ae63007d5d1b746433dcb5,tour hà_nội rẻ nhất là bao_nhiêu dợ,search_price,0.7356107189803185
315,sim_v2_314,tour đlạt bao gồm ăn uống chưa dợ,unlabeled,49a42c69270c4887d2a1314b85505803,tour Đà_Lạt bao_gồm ăn_uống chưa dợ,ask_tour_info,0.7519487721356817
321,sim_v2_320,thuê xe đạp dạo nha trang z,unlabeled,7ac601595293c43b2c95afd1d31ad699,thuê xe_đạp dạo Nha_Trang vậy,search_activity,0.7172096466701441
322,sim_v2_321,chửi thề dmm,unlabeled,78ef02bb7196ce592f208376ae1c1ec8,chửi thề dmm,out_of_scope,0.7646650326777873
323,sim_v2_322,chơi dù lượn ở nt bot,unlabeled,bcb62a6bc7fd90ff85985dd80f2aa88e,chơi dù lượn ở Nha_Trang bot,search_activity,0.7172096466701441
